titles,links
Genome Wide Variant Analysis of Simplex Autism Families with an Integrative Clinical-Bioinformatics Pipeline,http://biorxiv.org/content/early/2015/05/11/019208
"Whole genome analysis of an extended pedigree with Prader–Willi Syndrome, hereditary hemochromatosis, and dysautonomia-like symptoms",http://biorxiv.org/content/early/2015/05/11/019182
Stretch Induced Hyperexcitability of Mice Callosal Pathway,http://biorxiv.org/content/early/2015/05/11/019190
Evaluating different passive optical clearing protocols for two-photon deep tissue imaging in adult intact visceral and neuronal organs,http://biorxiv.org/content/early/2015/05/11/018622
Strong selective sweeps on the X chromosome in the human-chimpanzee ancestor explain its low divergence,http://biorxiv.org/content/early/2015/05/11/011601
"Coalescent times and patterns of genetic diversity in species with facultative sex: effects of gene conversion, population structure and heterogeneity",http://biorxiv.org/content/early/2015/05/10/019158
Diverse Early Life-History Strategies in Migratory Amazonian Catfish: Implications for Conservation and Management,http://biorxiv.org/content/early/2015/05/09/018671
The rate and molecular spectrum of spontaneous mutations in the GC-rich multi-chromosome genome of Burkholderia cenocepacia,http://biorxiv.org/content/early/2015/05/09/011841
Pinwheel-dipole configuration in cat early visual cortex,http://biorxiv.org/content/early/2015/05/09/009308
Improving the Power of Structural Variation Detection by Augmenting the Reference,http://biorxiv.org/content/early/2015/05/08/019109
"Mitochondria, mutations and sex: a new hypothesis for the evolution of sex based on mitochondrial mutational erosion",http://biorxiv.org/content/early/2015/05/08/019125
Two-Dimensional Mapping of 3D Data from Confocal Microscopy,http://biorxiv.org/content/early/2015/05/08/019133
Open science resources for the discovery and analysis of Tara Oceans Data,http://biorxiv.org/content/early/2015/05/08/019117
Sharing and specificity of co-expression networks across 35 human tissues,http://biorxiv.org/content/early/2014/10/29/010843.1
Removing unwanted variation in a differential methylation analysis of Illumina HumanMethylation450 array data,http://biorxiv.org/content/early/2015/05/07/019042
Perspectives on Quorum sensing in Fungi,http://biorxiv.org/content/early/2015/05/07/019034
Bayesian Inference of Divergence Times and Feeding Evolution in Grey Mullets (Mugilidae),http://biorxiv.org/content/early/2015/05/07/019075
"Fleas (Siphonaptera) are Cretaceous, and Evolved with Theria",http://biorxiv.org/content/early/2015/05/07/014308
CAPRI: Efficient Inference of Cancer Progression Models from Cross-sectional Data,http://biorxiv.org/content/early/2015/05/07/008110
Comparison Between Non-Catheterized And Catheter Associated Urinary Tract Infections Caused By Extended Spectrum Β-Lactamase Producing Escherichia Coli And Klebsiella Pneumoniae,http://biorxiv.org/content/early/2015/05/06/019026
Negative Niche Construction Favors the Evolution of Cooperation,http://biorxiv.org/content/early/2015/05/06/018994
Genetic variability under the seedbank coalescent,http://biorxiv.org/content/early/2015/05/06/017244
CIDER: a pipeline for detecting waves of coordinated transcriptional regulation in gene expression time-course data,http://biorxiv.org/content/early/2015/05/06/012518
"Building Genomic Analysis Pipelines in a Hackathon Setting with Bioinformatician Teams: DNA-seq, Epigenomics, Metagenomics and RNA-seq",http://biorxiv.org/content/early/2015/05/05/018085
"Sequencing of 15,622 gene-bearing BACs reveals new features of the barley genome",http://biorxiv.org/content/early/2015/05/05/018978
Theoretical consequences of the Mutagenic Chain Reaction for manipulating natural populations,http://biorxiv.org/content/early/2015/05/05/018986
GO-PCA: An Unsupervised Method to Explore Biological Heterogeneity Based on Gene Expression and Prior Knowledge,http://biorxiv.org/content/early/2015/05/05/018705
Obstructions in Vascular Networks. Critical vs Non-critical Topological Sites for Blood Supply,http://biorxiv.org/content/early/2015/05/05/018960
NCBI BLAST+ integrated into Galaxy,http://biorxiv.org/content/early/2015/05/04/014043
Exposing hidden alternative backbone conformations in X-ray crystallography using qFit,http://biorxiv.org/content/early/2015/05/04/018879
Tropical Soil Metagenome Library Reveals Complex Microbial Assemblage,http://biorxiv.org/content/early/2015/05/03/018895
Designing and interpreting limiting dilution assays: general principles and applications to the latent reservoir for HIV-1,http://biorxiv.org/content/early/2015/05/03/018911
Genome analysis leads to discovery of Quorum Sensing Genes in Cedecea neteri,http://biorxiv.org/content/early/2015/05/03/018887
Data-intensive modeling of forest dynamics,http://biorxiv.org/content/early/2015/05/02/005009
"Replication is Recursion; or, Lambda: the Biological Imperative",http://biorxiv.org/content/early/2015/05/01/018804
Using the Phenoscape Knowledgebase to relate genetic perturbations to phenotypic evolution,http://biorxiv.org/content/early/2015/05/01/018853
Driven to Extinction: On the Probability of Evolutionary Rescue from Sex-Ratio Meiotic Drive,http://biorxiv.org/content/early/2015/04/30/018820
Mass spectrometry-based quantitation of Her2 in gastroesophageal tumor tissue: Comparison to IHC and FISH,http://biorxiv.org/content/early/2015/04/30/018747
Fine-mapping cellular QTLs with RASQUAL and ATAC-seq,http://biorxiv.org/content/early/2015/04/30/018788
The complex admixture history and recent southern origins of Siberian populations,http://biorxiv.org/content/early/2015/04/30/018770
Distinct nucleosome distribution patterns in two structurally and functionally differentiated nuclei of a unicellular eukaryote,http://biorxiv.org/content/early/2015/04/30/018754
Climatic niches in phylogenetic comparative studies: a review of challenges and approaches,http://biorxiv.org/content/early/2015/04/30/018796
Detecting recent selective sweeps while controlling for mutation rate and background selection,http://biorxiv.org/content/early/2015/04/30/018697
Standing genetic variation as a major contributor to adaptation in the Virginia chicken lines selection experiment,http://biorxiv.org/content/early/2015/04/29/018721
"The ""Gini index"" in genetics: measuring genetic architecture complexity of quantitative traits",http://biorxiv.org/content/early/2015/04/29/018713
Controlling False Positive Rates in Methods for Differential Gene Expression Analysis using RNA-Seq Data,http://biorxiv.org/content/early/2015/04/29/018739
Engineering Transcriptional Regulator Effector Specificity using Computational Design and In Vitro Rapid Prototyping: Developing a Vanillin Sensor,http://biorxiv.org/content/early/2015/04/30/015438
Systems medicine links microbial inflammatory response with glycoprotein-associated mortality risk,http://biorxiv.org/content/early/2015/04/28/018655
"Regime shifts in the Anthropocene: drivers, risks, and resilience",http://biorxiv.org/content/early/2015/04/28/018549
Selection for Intermediate Genotypes Enables a Key Innovation in Phage Lambda,http://biorxiv.org/content/early/2015/04/27/018606
"Big city, small world: Density, contact rates, and transmission of dengue across Pakistan.",http://biorxiv.org/content/early/2015/04/27/018481
Proteins linked to autosomal dominant and autosomal recessive disorders harbor characteristic rare missense mutation distribution patterns,http://biorxiv.org/content/early/2015/04/27/018648
A quasi-digital approach to peptide sequencing using tandem nanopores with endo- and exo-peptidases,http://biorxiv.org/content/early/2015/04/27/018432
The invariance hypothesis implies domain-specific regions in visual cortex,http://biorxiv.org/content/early/2015/04/26/004473
Rapid antibiotic resistance predictions from genome sequence data for S. aureus and M. tuberculosis.,http://biorxiv.org/content/early/2015/04/26/018564
Pluripotency Conversion of Gene Studied from Quantum Folding Theory,http://biorxiv.org/content/early/2015/04/26/018580
"Integrative analysis of RNA, translation and protein levels reveals distinct regulatory variation across humans",http://biorxiv.org/content/early/2015/04/26/018572
Metagenome-assembled genomes uncover a global brackish microbiome,http://biorxiv.org/content/early/2015/04/24/018465
Predicting genetic interactions from Boolean models of biological networks,http://biorxiv.org/content/early/2015/04/24/018507
Elephantid genomes reveal the molecular bases of Woolly Mammoth adaptations to the arctic,http://biorxiv.org/content/early/2015/04/23/018366
THE REGIME SHIFTS DATABASE: A FRAMEWORK FOR ANALYZING REGIME SHIFTS IN SOCIAL-ECOLOGICAL SYSTEMS,http://biorxiv.org/content/early/2015/04/23/018473
The African wolf is a missing link in the wolf-like canid phylogeny,http://biorxiv.org/content/early/2015/04/23/017996
"Tribolium castaneum as a model for microRNA evolution, expression and function during short germband development",http://biorxiv.org/content/early/2015/04/22/018424
Discovery of large genomic inversions using pooled clone sequencing,http://biorxiv.org/content/early/2015/04/22/015156
The role of standing variation in geographic convergent adaptation,http://biorxiv.org/content/early/2015/04/22/009803
"Reproductive workers show queen-like gene

expression in an intermediately eusocial

insect, the buff-tailed bumble bee Bombus

terrestris.",http://biorxiv.org/content/early/2015/04/22/012500
The downward spiral: eco-evolutionary feedback loops lead to the emergence of ‘elastic’ ranges,http://biorxiv.org/content/early/2015/04/22/008458
Reverse-correlation analysis of navigation dynamics in Drosophila larva using optogenetics,http://biorxiv.org/content/early/2015/04/22/018408
Social feedback and the emergence of rank in animal society,http://biorxiv.org/content/early/2015/04/21/018374
The biological functions of Naa10—from amino-terminal acetylation to human disease,http://biorxiv.org/content/early/2015/04/21/014324
A cell-free framework for biological systems engineering,http://biorxiv.org/content/early/2015/04/21/018317
Bandage: interactive visualisation of de novo genome assemblies,http://biorxiv.org/content/early/2015/04/21/018333
Genetic Basis of Transcriptome Diversity in Drosophila melanogaster,http://biorxiv.org/content/early/2015/04/21/018325
BioWardrobe: an integrated platform for analysis of epigenomics and transcriptomics data,http://biorxiv.org/content/early/2015/04/20/012799
Do count-based differential expression methods perform poorly when genes are expressed in only one condition?,http://biorxiv.org/content/early/2015/04/20/017673
Low levels of transposable element activity in Drosophila mauritiana: causes and consequences,http://biorxiv.org/content/early/2015/04/20/018218
Relationship between LD Score and Haseman-Elston Regression,http://biorxiv.org/content/early/2015/04/20/018283
benchNGS : An approach to benchmark short reads alignment tools,http://biorxiv.org/content/early/2015/04/18/018234
Multiple new species of Ophiocordyceps on ants,http://biorxiv.org/content/early/2015/04/18/017723
"Gene expression associated with white syndromes in a reef building coral, Acropora hyacinthus.",http://biorxiv.org/content/early/2015/04/17/012211
"Estimating gene expression and codon specific translational efficiencies, mutation biases, and selection coefficients from genomic data alone.",http://biorxiv.org/content/early/2015/04/17/009670
benchmarkR: an R package for benchmarking genome-scale methods,http://biorxiv.org/content/early/2015/04/17/018200
The design and analysis of binary variable traits in common garden genetic experiments of highly fecund species to assess heritability,http://biorxiv.org/content/early/2015/04/17/018044
Intensity matching in cuttlefish,http://biorxiv.org/content/early/2015/04/16/018176
Cancer stem cell plasticity as tumor growth promoter and catalyst of population collapse,http://biorxiv.org/content/early/2015/04/16/018184
Is there such a thing as Landscape Genetics?,http://biorxiv.org/content/early/2015/04/16/018192
Fulfilling the promise of Mendelian randomization,http://biorxiv.org/content/early/2015/04/16/018150
Measuring the Contribution of Genomic Predictors to Improving Estimator Precision in Randomized trials,http://biorxiv.org/content/early/2015/04/16/018168
A Statistical Framework to Predict Functional Non-Coding Regions in the Human Genome Through Integrated Analysis of Annotation Data,http://biorxiv.org/content/early/2015/04/15/018093
"Enumeration of coliform bacteria and characterization of Escherichia coli isolated from Staff Club swimming pool in Ile-Ife, Nigeria",http://biorxiv.org/content/early/2015/04/15/018127
Capturing heterotachy through multi-gamma site models,http://biorxiv.org/content/early/2015/04/15/018101
A pooling-based approach to mapping genetic variants associated with DNA methylation,http://biorxiv.org/content/early/2015/04/15/013649
Oscillatory signatures of crossmodal congruence effects: An EEG investigation employing a visuotactile pattern matching paradigm,http://biorxiv.org/content/early/2015/04/15/014092
A multi-method approach for proteomic network inference in 11 human cancers,http://biorxiv.org/content/early/2015/04/15/015214
Bias and measurement error in comparative analyses: a case study with the Ornstein Uhlenbeck model,http://biorxiv.org/content/early/2015/04/15/004036
Natural selection defines the cellular complexity,http://biorxiv.org/content/early/2015/04/15/018069
Impact of the species compartment definition on quantitative modeling of microbial communities,http://biorxiv.org/content/early/2015/04/15/018010
External Microbiota of Western United States Bats: Does It Matter Where You Are From?,http://biorxiv.org/content/early/2015/04/14/017319
Phylogenetic analysis supports a link between DUF1220 domain number and primate brain expansion,http://biorxiv.org/content/early/2015/04/14/018077
Association of TSH level above 2.1 mlU/L and first trimester pregnancy loss in anti-TPO antibody negative women,http://biorxiv.org/content/early/2015/04/14/018051
"Concurrent origins of the genetic code and the homochirality of life, and the origin and evolution of biodiversity. Part I: Observations and explanations",http://biorxiv.org/content/early/2015/04/13/017962
Interrogating conserved elements of diseases using Boolean combinations of orthologous phenotypes,http://biorxiv.org/content/early/2015/04/13/017947
Bayesian Modeling of Epigenetic Variation in Multiple Human Cell Types,http://biorxiv.org/content/early/2015/04/13/018028
Informed movement and dispersal in experimental metacommunities,http://biorxiv.org/content/early/2015/04/13/017954
Fast ventral stream neural activity enables rapid visual categorization,http://biorxiv.org/content/early/2015/04/13/017897
"Concurrent origins of the genetic code and the homochirality of life, and the origin and evolution of biodiversity. Part II: Technical appendix",http://biorxiv.org/content/early/2015/04/13/017988
CIDANE: Comprehensive isoform discovery and abundance estimation,http://biorxiv.org/content/early/2015/04/12/017939
Inference of cell-cell interactions from population density characteristics and cell trajectories on static and growing domains,http://biorxiv.org/content/early/2015/04/11/011080
Methods for distinguishing between protein-coding and long noncoding RNAs and the elusive biological purpose of translation of long noncoding RNAs,http://biorxiv.org/content/early/2015/04/10/017889
MicroRNAs provide the first evidence of genetic link between diapause and aging in vertebrates,http://biorxiv.org/content/early/2015/04/10/017848
Geographic range size is predicted by plant mating system,http://biorxiv.org/content/early/2015/04/10/013417
Predicting Carriers of Ongoing Selective Sweeps Without Knowledge of the Favored Allele,http://biorxiv.org/content/early/2015/04/10/017871
In vivo characterization of the connectivity and subcomponents of the human globus pallidus,http://biorxiv.org/content/early/2015/04/09/017806
Geometric constraints dominate the antigenic evolution of influenza H3N2 hemagglutinin,http://biorxiv.org/content/early/2015/04/09/014183
Choosing subsamples for sequencing studies by minimizing the average distance to the closest leaf,http://biorxiv.org/content/early/2015/04/09/017822
MEGSA: A powerful and flexible framework for analyzing mutual exclusivity of tumor mutations,http://biorxiv.org/content/early/2015/04/09/017731
Comment on “Two types of asynchronous activity in networks of excitatory and inhibitory spiking neurons”,http://biorxiv.org/content/early/2015/04/09/017798
Comprehensive identification and characterization of conserved small ORFs in animals,http://biorxiv.org/content/early/2015/04/09/017772
"Prototyping 1,4-butanediol (BDO) biosynthesis pathway in a cell-free transcription-translation (TX-TL) system",http://biorxiv.org/content/early/2015/04/09/017814
Limits to adaptation along environmental gradients,http://biorxiv.org/content/early/2015/04/08/012690
"Rethinking inheritance, yet again: inheritomes, contextomes and dynamic phenotypes",http://biorxiv.org/content/early/2015/04/08/013367
E. coli populations in unpredictably fluctuating environments evolve to face novel stresses through enhanced efflux activity,http://biorxiv.org/content/early/2015/04/08/011007
Phylogenetic tree inference from local gene content,http://biorxiv.org/content/early/2015/04/08/017699
Changes in postural syntax characterize sensory modulation and natural variation of C. elegans locomotion,http://biorxiv.org/content/early/2015/04/08/017707
Cross-population Joint Analysis of eQTLs: Fine Mapping and Functional Annotation,http://biorxiv.org/content/early/2015/04/07/008797
Adaptive evolution of anti-viral siRNAi genes in bumblebees,http://biorxiv.org/content/early/2015/04/07/017681
Tissue-specific Enrichment of Lymphoma Risk Loci in Regulatory Elements,http://biorxiv.org/content/early/2015/04/07/017657
The Impact of High-Performance Computing Best Practice Applied to Next-Generation Sequencing Workflows,http://biorxiv.org/content/early/2015/04/07/017665
"Division of Labor in Hand Usage Is Associated with Higher Hand Performance in Free-Ranging Bonnet Macaques, Macaca radiate",http://biorxiv.org/content/early/2015/04/07/013268
An Atlas of Genetic Correlations across Human Diseases and Traits,http://biorxiv.org/content/early/2015/04/06/014498
Index-based map-to-sequence alignment in large eukaryotic genomes,http://biorxiv.org/content/early/2015/04/06/017194
Rich structure landscapes in both natural and artificial RNAs revealed by mutate-and-map analysis,http://biorxiv.org/content/early/2015/04/06/017624
Simulation of population development in the predator-prey system under changing conditions of interaction,http://biorxiv.org/content/early/2015/04/06/016964
Genome of octoploid plant maca (Lepidium meyenii) illuminates genomic basis for high altitude adaptation in the central Andes,http://biorxiv.org/content/early/2015/04/06/017590
Mutual predators: A descriptive cross-sectional study to identify prevalence and co-relation of Hepatitis C Virus and Human Immunodeficiency Virus type-1 coinfection,http://biorxiv.org/content/early/2015/04/06/017574
Whole-genome sequencing is more powerful than whole-exome sequencing for detecting exome variants,http://biorxiv.org/content/early/2015/04/06/010363
An integrative somatic mutation analysis to identify pathways linked with survival outcomes across 19 cancer types,http://biorxiv.org/content/early/2015/04/06/017582
Isoform-level Ribosome Occupancy Estimation Guided by Transcript Abundance with Ribomap,http://biorxiv.org/content/early/2015/04/04/017509
FinisherSC : A repeat-aware tool for upgrading de-novo assembly using long reads,http://biorxiv.org/content/early/2015/04/04/010215
Evolutionarily induced alternative states and coexistence in systems with apparent competition,http://biorxiv.org/content/early/2015/04/03/017525
Mycobacterial infection induces a specific human innate immune response,http://biorxiv.org/content/early/2015/04/03/017483
Denisovan Ancestry in East Eurasian and Native American Populations.,http://biorxiv.org/content/early/2015/04/03/017475
Non-dichotomous inference using bootstrapped evidence,http://biorxiv.org/content/early/2015/04/02/017327
Autosomal dominant multiple pterygium syndrome is caused by mutations in MYH3,http://biorxiv.org/content/early/2015/04/02/017434
Abundant contribution of short tandem repeats to gene expression variation in humans,http://biorxiv.org/content/early/2015/04/02/017459
The Histology of Nanomia bijuga (Hydrozoa: Siphonophora),http://biorxiv.org/content/early/2015/04/02/010868
RNAseq in the mosquito maxillary palp: a little antennal RNA goes a long way,http://biorxiv.org/content/early/2015/04/02/016998
Historic and prehistoric human-driven extinctions have reshaped global mammal diversity patterns,http://biorxiv.org/content/early/2015/04/01/017368
On the Optimal Use of Isotherm Models for the Characterization of Biosorption of Lead Onto Algae,http://biorxiv.org/content/early/2015/04/01/017426
CRISPR with independent transgenes is a safe and robust alternative to autonomous gene drives in basic research,http://biorxiv.org/content/early/2015/04/01/017384
Un-complicating protein complex prediction.,http://biorxiv.org/content/early/2015/04/01/017376
Crossvalidation in brain imaging analysis,http://biorxiv.org/content/early/2015/04/01/017418
The Evolution of Cooperation by the Hankshaw Effect,http://biorxiv.org/content/early/2015/04/01/016667
Conservation of expression regulation throughout the animal kingdom,http://biorxiv.org/content/early/2015/04/01/007252
Neanderthal Genomics Suggests a Pleistocene Time Frame for the First Epidemiologic Transition,http://biorxiv.org/content/early/2015/03/31/017343
Simple genetic models for autism spectrum disorder,http://biorxiv.org/content/early/2015/03/30/017301
Processes driving nocturnal transpiration and implications for estimating land evapotranspiration,http://biorxiv.org/content/early/2015/03/30/017202
Novel APC-like properties of human NK cells directly regulate T cell activation,http://biorxiv.org/content/early/2015/03/30/016816
Network analysis of genome-wide selective constraint reveals a gene network active in early fetal brain intolerant of mutation,http://biorxiv.org/content/early/2015/03/29/017277
Disturbance of poised chromatin coincides with increased expression of developmental genes in cancer,http://biorxiv.org/content/early/2015/03/29/017251
Social evolution and genetic interactions in the short and long term,http://biorxiv.org/content/early/2015/03/29/010371
"The Ecological Forecast Horizon, and examples of its uses and determinants",http://biorxiv.org/content/early/2015/03/29/013441
Visual cues determine hippocampal directional selectivity,http://biorxiv.org/content/early/2015/03/28/017210
Using targeted re-sequencing for identification of candidate genes and SNPs for a QTL affecting the pH value of chicken muscle,http://biorxiv.org/content/early/2015/03/27/017186
Independent Co-option of a Tailed Bacteriophage into a Killing Complex in Pseudomonas,http://biorxiv.org/content/early/2015/03/27/011486
bíogo: a simple high-performance bioinformatics toolkit for the Go language,http://biorxiv.org/content/early/2015/03/27/005033
Dynamic reorganization of brain functional networks during cognition,http://biorxiv.org/content/early/2015/03/26/012922
How complexity originates: The evolution of animal eyes,http://biorxiv.org/content/early/2015/03/26/017129
MMR: A Tool for Read Multi-Mapper Resolution,http://biorxiv.org/content/early/2015/03/26/017103
Accurate Isothermal Amplification Reaction Rate Determination Using High-Frequency Sampling,http://biorxiv.org/content/early/2015/03/26/017160
A large-scale circuit mechanism for hierarchical dynamical processing in the primate cortex,http://biorxiv.org/content/early/2015/03/26/017137
"Repellent compound with larger protective zone than DEET identified through activity-screening of Ir40a neurons, does not require Or function",http://biorxiv.org/content/early/2015/03/26/017145
Entire genome transcription across evolutionary time exposes non-coding DNA to de novo gene emergence,http://biorxiv.org/content/early/2015/03/26/017152
Large-Scale Search of Transcriptomic Read Sets with Sequence Bloom Trees,http://biorxiv.org/content/early/2015/03/26/017087
Selective strolls: fixation and extinction in diploids are slower for weakly selected mutations than for neutral ones,http://biorxiv.org/content/early/2015/03/26/016881
Phase i trials in melanoma: A framework to translate preclinical findings to the clinic,http://biorxiv.org/content/early/2015/03/26/015925
Interventional Nerve Visualization via the Intrinsic Anisotropic Optical Properties of the Nerves,http://biorxiv.org/content/early/2015/03/25/017046
Exploring the effects of high concentration of glucose on soil microbial community: An experimental study using the soil of North Bangalore,http://biorxiv.org/content/early/2015/03/25/017061
"Adaptation, Clonal Interference, and Frequency-Dependent Interactions in a Long-Term Evolution Experiment with Escherichia coli",http://biorxiv.org/content/early/2015/03/25/017020
Software for the analysis and visualization of deep mutational scanning data,http://biorxiv.org/content/early/2015/03/25/013623
Threshold trait architecture of Hsp90-buffered variation,http://biorxiv.org/content/early/2015/03/25/016980
Recombining without hotspots: A comprehensive evolutionary portrait of recombination in two closely related species of Drosophila,http://biorxiv.org/content/early/2015/03/24/016972
Genome-wide Association Study for Number of Vertebrae in an F2 Large White × Minzhu Population of Pigs,http://biorxiv.org/content/early/2015/03/24/016956
Simulation of population development in the predator-prey system under changing conditions of interaction,http://biorxiv.org/content/early/2015/03/24/016691
The origins of a novel butterfly wing patterning gene from within a family of conserved cell cycle regulators,http://biorxiv.org/content/early/2015/03/24/016006
Dynamic signal processing by ribozyme-mediated RNA circuits to control gene expression,http://biorxiv.org/content/early/2015/03/23/016915
The unusual gene order in the Echinoderm Hox cluster is related to the embryo and larva symmetries,http://biorxiv.org/content/early/2015/03/23/016923
Exploring functional variation affecting ceRNA regulation in humans,http://biorxiv.org/content/early/2015/03/22/016865
Species delimitation and phylogeny estimation under the multispecies coalescent,http://biorxiv.org/content/early/2015/03/22/010199
Cline coupling and uncoupling in a stickleback hybrid zone,http://biorxiv.org/content/early/2015/03/22/016832
SumVg: Total heritability explained by all variants in genome-wide association studies based on summary statistics with standard error estimates,http://biorxiv.org/content/early/2015/03/22/016857
The advent of genome-wide association studies for bacteria,http://biorxiv.org/content/early/2015/03/22/016873
"CSN and CAVA: variant annotation tools for rapid, robust next-generation sequencing analysis in the clinic",http://biorxiv.org/content/early/2015/03/21/016808.1
Distinct behavioral effects of prefrontal and parietal cortex inactivations on an accumulation of evidence task in the rat,http://biorxiv.org/content/early/2015/03/21/011031.1
Bio4j: a high-performance cloud-enabled graph-based data platform,http://biorxiv.org/content/early/2015/03/20/016758
Spatial model predicts dispersal and cell turnover cause reduced intra-tumor heterogeneity,http://biorxiv.org/content/early/2015/03/20/016824
Breaking through evolutionary constraint by environmental fluctuations,http://biorxiv.org/content/early/2015/03/20/016790
LINKS: Scaffolding genome assemblies with kilobase-long nanopore reads,http://biorxiv.org/content/early/2015/03/20/016519
Repeatability of evolution on epistatic landscapes,http://biorxiv.org/content/early/2015/03/20/016782
Sex chromosome dosage compensation in Heliconius butterflies: global yet still incomplete?,http://biorxiv.org/content/early/2015/03/19/016675
Natural Variants of ELF3 Affect Thermomorphogenesis by Transcriptionally Modulating PIF4-Dependent Auxin Response Genes,http://biorxiv.org/content/early/2015/03/19/015305
Self-organization of Computation in Neural Systems,http://biorxiv.org/content/early/2015/03/19/016725
RNA-guided gene drives can efficiently and reversibly bias inheritance in wild yeast,http://biorxiv.org/content/early/2015/03/19/013896
largeQvalue: A program for calculating FDR estimates with large datasets,http://biorxiv.org/content/early/2015/03/18/010074
Distributed Bayesian Networks Reconstruction on the Whole Genome Scale,http://biorxiv.org/content/early/2015/03/17/016683
regionReport: Interactive reports for region-based analyses,http://biorxiv.org/content/early/2015/03/17/016659
Introgression obscures and reveals historical relationships among the American live oaks,http://biorxiv.org/content/early/2015/03/17/016238
Structured nucleosome fingerprints enable high-resolution mapping of chromatin architecture within regulatory regions,http://biorxiv.org/content/early/2015/03/17/016642
Dimensionality and the statistical power of multivariate genome-wide association studies,http://biorxiv.org/content/early/2015/03/17/016592
Latent epistatic interaction model identifies loci associated with human working memory,http://biorxiv.org/content/early/2015/03/17/016576
"Stem cells in Nanomia bijuga (Siphonophora), a colonial animal with localized growth zones",http://biorxiv.org/content/early/2015/03/16/001685
NeuroVault.org: A web-based repository for collecting and sharing unthresholded statistical maps of the human brain,http://biorxiv.org/content/early/2015/03/16/010348
SomaticSignatures: Inferring Mutational Signatures from Single Nucleotide Variants,http://biorxiv.org/content/early/2015/03/16/010686
Scaling properties of evolutionary paths in a biophysical model of protein adaptation,http://biorxiv.org/content/early/2015/03/13/010082
"Low cost, high performance processing of single particle cryo-electron microscopy data in the cloud",http://biorxiv.org/content/early/2015/03/13/016451
Calculating the Human Mutation Rate by Using a NUMT from the Early Oligocene,http://biorxiv.org/content/early/2015/03/13/016428
Intersubject information mapping: revealing canonical representations of complex natural stimuli.,http://biorxiv.org/content/early/2015/03/13/016436
Beyond 2/3 and 1/3: the complex signatures of sex-biased admixture on the X chromosome,http://biorxiv.org/content/early/2015/03/13/016543
The Spatial Mixing of Genomes in Secondary Contact Zones,http://biorxiv.org/content/early/2015/03/13/016337
Indication of family-specific DNA methylation patterns in developing oysters,http://biorxiv.org/content/early/2015/03/13/012831
"Cryptic haplotypes of ""Candidatus Liberibacter africanus""",http://biorxiv.org/content/early/2015/03/12/016410
A Branching Process to Characterize the Dynamics of Stem Cell Differentiation,http://biorxiv.org/content/early/2015/03/11/016295
Hippocampal Spine Head Sizes are Highly Precise,http://biorxiv.org/content/early/2015/03/11/016329
Proteomic analysis of Dhh1 complexes reveals a role for Hsp40 chaperone Ydj1 in yeast P-body assembly,http://biorxiv.org/content/early/2015/03/11/016402
A complete bacterial genome assembled de novo using only nanopore sequencing data,http://biorxiv.org/content/early/2015/03/11/015552
Fables and foibles: a critical analysis of the Palaeoflora database and the Coexistence approach for palaeoclimate reconstruction,http://biorxiv.org/content/early/2015/03/10/016378
Metassembler: Merging and optimizing de novo genome assemblies,http://biorxiv.org/content/early/2015/03/10/016352
Dynamics of miRNA driven feed-forward loop depends upon miRNA action mechanisms,http://biorxiv.org/content/early/2015/03/10/016162
ISMapper: Identifying insertion sequences in bacterial genomes from short read sequence data,http://biorxiv.org/content/early/2015/03/10/016345
Revisiting the Structure/Function Relationships of H/ACA(-like) RNAs: A Unified Model for Euryarchaea and Crenarchaea,http://biorxiv.org/content/early/2015/03/10/016246
Transgenic expression of the dicotyledonous pattern recognition receptor EFR in rice leads to ligand-dependent activation of defense responses,http://biorxiv.org/content/early/2015/03/10/006155
Phylogeography by Diffusion on a Sphere,http://biorxiv.org/content/early/2015/03/09/016311
Tissue dynamics of the forebrain neural plate,http://biorxiv.org/content/early/2015/03/09/016303
An evidence assessment tool for ecosystem services and conservation studies,http://biorxiv.org/content/early/2015/03/09/010140
Crossmodal integration improves sensory detection thresholds in the ferret,http://biorxiv.org/content/early/2015/03/09/014407
Intragenomic homogeneity on Liberibacter 16S rDNA confirms phylogeny and explains ecological strategy,http://biorxiv.org/content/early/2015/03/08/016188
Differential expression analysis of RNA sequencing data by incorporating non-exonic mapped reads,http://biorxiv.org/content/early/2015/03/07/016196
Different Coupling Modes Mediate Cortical Cross-Frequency Interactions,http://biorxiv.org/content/early/2015/03/07/016212
svviz: a read viewer for validating structural variants,http://biorxiv.org/content/early/2015/03/07/016063
Mutational oncogenic signatures on structurally resolved protein interacting interfaces,http://biorxiv.org/content/early/2015/03/07/016204
Interactive analysis and quality assessment of single-cell copy-number variations,http://biorxiv.org/content/early/2015/03/06/011346
Mbd3/NuRD is a Key Inhibitory Module During the Induction and Maintenance of Naïve Pluripotency,http://biorxiv.org/content/early/2015/03/06/013961
Pathway based factor analysis of gene expression data produces highly heritable phenotypes that associate with age,http://biorxiv.org/content/early/2015/03/06/016154
Efficient APC/C substrate degradation in cells undergoing mitotic exit depends on K11 ubiquitin linkages,http://biorxiv.org/content/early/2015/03/06/016139
A Comparison of Methods to Measure Fitness in Escherichia coli,http://biorxiv.org/content/early/2015/03/06/016121
Similarity Estimation Between DNA Sequences Based on Local Pattern Histograms of Binary Images,http://biorxiv.org/content/early/2015/03/05/016089
Nitric oxide regulates growth coordination during regeneration,http://biorxiv.org/content/early/2015/03/05/016030
